id,left,top,right,bottom
"3224",-2.606129566,52.915590177,-2.606029566,52.915690177
"3268",-2.606029566,52.915590177,-2.605929566,52.915690177
"3312",-2.605929566,52.915590177,-2.605829566,52.915690177
"3356",-2.605829566,52.915590177,-2.605729566,52.915690177
"3400",-2.605729566,52.915590177,-2.605629566,52.915690177
"3444",-2.605629566,52.915590177,-2.605529566,52.915690177
"3481",-2.605529566,52.916290177,-2.605429566,52.916390177
"3482",-2.605529566,52.916190177,-2.605429566,52.916290177
"3483",-2.605529566,52.916090177,-2.605429566,52.916190177
"3484",-2.605529566,52.915990177,-2.605429566,52.916090177
"3485",-2.605529566,52.915890177,-2.605429566,52.915990177
"3486",-2.605529566,52.915790177,-2.605429566,52.915890177
"3487",-2.605529566,52.915690177,-2.605429566,52.915790177
"3488",-2.605529566,52.915590177,-2.605429566,52.915690177
"3525",-2.605429566,52.916290177,-2.605329566,52.916390177
"3526",-2.605429566,52.916190177,-2.605329566,52.916290177
"3527",-2.605429566,52.916090177,-2.605329566,52.916190177
"3528",-2.605429566,52.915990177,-2.605329566,52.916090177
"3529",-2.605429566,52.915890177,-2.605329566,52.915990177
"3530",-2.605429566,52.915790177,-2.605329566,52.915890177
"3531",-2.605429566,52.915690177,-2.605329566,52.915790177
"3532",-2.605429566,52.915590177,-2.605329566,52.915690177
"2741",-2.607229566,52.915490177,-2.607129566,52.915590177
"2785",-2.607129566,52.915490177,-2.607029566,52.915590177
"2829",-2.607029566,52.915490177,-2.606929566,52.915590177
"2873",-2.606929566,52.915490177,-2.606829566,52.915590177
"2917",-2.606829566,52.915490177,-2.606729566,52.915590177
"2961",-2.606729566,52.915490177,-2.606629566,52.915590177
"3005",-2.606629566,52.915490177,-2.606529566,52.915590177
"3049",-2.606529566,52.915490177,-2.606429566,52.915590177
"3093",-2.606429566,52.915490177,-2.606329566,52.915590177
"3137",-2.606329566,52.915490177,-2.606229566,52.915590177
"3181",-2.606229566,52.915490177,-2.606129566,52.915590177
"3225",-2.606129566,52.915490177,-2.606029566,52.915590177
"3269",-2.606029566,52.915490177,-2.605929566,52.915590177
"3313",-2.605929566,52.915490177,-2.605829566,52.915590177
"3357",-2.605829566,52.915490177,-2.605729566,52.915590177
"3401",-2.605729566,52.915490177,-2.605629566,52.915590177
"3445",-2.605629566,52.915490177,-2.605529566,52.915590177
"3489",-2.605529566,52.915490177,-2.605429566,52.915590177
"3533",-2.605429566,52.915490177,-2.605329566,52.915590177
"3571",-2.605329566,52.916090177,-2.605229566,52.916190177
"3572",-2.605329566,52.915990177,-2.605229566,52.916090177
"3573",-2.605329566,52.915890177,-2.605229566,52.915990177
"3574",-2.605329566,52.915790177,-2.605229566,52.915890177
"3575",-2.605329566,52.915690177,-2.605229566,52.915790177
"3576",-2.605329566,52.915590177,-2.605229566,52.915690177
"3577",-2.605329566,52.915490177,-2.605229566,52.915590177
"3615",-2.605229566,52.916090177,-2.605129566,52.916190177
"3616",-2.605229566,52.915990177,-2.605129566,52.916090177
"3617",-2.605229566,52.915890177,-2.605129566,52.915990177
"3618",-2.605229566,52.915790177,-2.605129566,52.915890177
"3619",-2.605229566,52.915690177,-2.605129566,52.915790177
"3620",-2.605229566,52.915590177,-2.605129566,52.915690177
"3621",-2.605229566,52.915490177,-2.605129566,52.915590177
"2564",-2.607629566,52.915590177,-2.607529566,52.915690177
"2565",-2.607629566,52.915490177,-2.607529566,52.915590177
"2566",-2.607629566,52.915390177,-2.607529566,52.915490177
"2567",-2.607629566,52.915290177,-2.607529566,52.915390177
"2568",-2.607629566,52.915190177,-2.607529566,52.915290177
"2569",-2.607629566,52.915090177,-2.607529566,52.915190177
"2570",-2.607629566,52.914990177,-2.607529566,52.915090177
"2571",-2.607629566,52.914890177,-2.607529566,52.914990177
"2608",-2.607529566,52.915590177,-2.607429566,52.915690177
"2609",-2.607529566,52.915490177,-2.607429566,52.915590177
"2610",-2.607529566,52.915390177,-2.607429566,52.915490177
"2611",-2.607529566,52.915290177,-2.607429566,52.915390177
"2612",-2.607529566,52.915190177,-2.607429566,52.915290177
"2613",-2.607529566,52.915090177,-2.607429566,52.915190177
"2614",-2.607529566,52.914990177,-2.607429566,52.915090177
"2615",-2.607529566,52.914890177,-2.607429566,52.914990177
"2653",-2.607429566,52.915490177,-2.607329566,52.915590177
"2654",-2.607429566,52.915390177,-2.607329566,52.915490177
"2655",-2.607429566,52.915290177,-2.607329566,52.915390177
"2656",-2.607429566,52.915190177,-2.607329566,52.915290177
"2657",-2.607429566,52.915090177,-2.607329566,52.915190177
"2658",-2.607429566,52.914990177,-2.607329566,52.915090177
"2659",-2.607429566,52.914890177,-2.607329566,52.914990177
"2697",-2.607329566,52.915490177,-2.607229566,52.915590177
"2698",-2.607329566,52.915390177,-2.607229566,52.915490177
"2699",-2.607329566,52.915290177,-2.607229566,52.915390177
"2700",-2.607329566,52.915190177,-2.607229566,52.915290177
"2701",-2.607329566,52.915090177,-2.607229566,52.915190177
"2702",-2.607329566,52.914990177,-2.607229566,52.915090177
"2703",-2.607329566,52.914890177,-2.607229566,52.914990177
"2742",-2.607229566,52.915390177,-2.607129566,52.915490177
"2743",-2.607229566,52.915290177,-2.607129566,52.915390177
"2744",-2.607229566,52.915190177,-2.607129566,52.915290177
"2745",-2.607229566,52.915090177,-2.607129566,52.915190177
"2746",-2.607229566,52.914990177,-2.607129566,52.915090177
"2747",-2.607229566,52.914890177,-2.607129566,52.914990177
"2786",-2.607129566,52.915390177,-2.607029566,52.915490177
"2787",-2.607129566,52.915290177,-2.607029566,52.915390177
"2788",-2.607129566,52.915190177,-2.607029566,52.915290177
"2789",-2.607129566,52.915090177,-2.607029566,52.915190177
"2790",-2.607129566,52.914990177,-2.607029566,52.915090177
"2791",-2.607129566,52.914890177,-2.607029566,52.914990177
"2830",-2.607029566,52.915390177,-2.606929566,52.915490177
"2831",-2.607029566,52.915290177,-2.606929566,52.915390177
"2832",-2.607029566,52.915190177,-2.606929566,52.915290177
"2833",-2.607029566,52.915090177,-2.606929566,52.915190177
"2834",-2.607029566,52.914990177,-2.606929566,52.915090177
"2835",-2.607029566,52.914890177,-2.606929566,52.914990177
"2874",-2.606929566,52.915390177,-2.606829566,52.915490177
"2875",-2.606929566,52.915290177,-2.606829566,52.915390177
"2876",-2.606929566,52.915190177,-2.606829566,52.915290177
"2877",-2.606929566,52.915090177,-2.606829566,52.915190177
"2878",-2.606929566,52.914990177,-2.606829566,52.915090177
"2879",-2.606929566,52.914890177,-2.606829566,52.914990177
"2918",-2.606829566,52.915390177,-2.606729566,52.915490177
"2919",-2.606829566,52.915290177,-2.606729566,52.915390177
"2920",-2.606829566,52.915190177,-2.606729566,52.915290177
"2921",-2.606829566,52.915090177,-2.606729566,52.915190177
"2922",-2.606829566,52.914990177,-2.606729566,52.915090177
"2923",-2.606829566,52.914890177,-2.606729566,52.914990177
"2962",-2.606729566,52.915390177,-2.606629566,52.915490177
"2963",-2.606729566,52.915290177,-2.606629566,52.915390177
"2964",-2.606729566,52.915190177,-2.606629566,52.915290177
"2965",-2.606729566,52.915090177,-2.606629566,52.915190177
"2966",-2.606729566,52.914990177,-2.606629566,52.915090177
"2967",-2.606729566,52.914890177,-2.606629566,52.914990177
"3006",-2.606629566,52.915390177,-2.606529566,52.915490177
"3007",-2.606629566,52.915290177,-2.606529566,52.915390177
"3008",-2.606629566,52.915190177,-2.606529566,52.915290177
"3009",-2.606629566,52.915090177,-2.606529566,52.915190177
"3010",-2.606629566,52.914990177,-2.606529566,52.915090177
"3011",-2.606629566,52.914890177,-2.606529566,52.914990177
"3050",-2.606529566,52.915390177,-2.606429566,52.915490177
"3051",-2.606529566,52.915290177,-2.606429566,52.915390177
"3052",-2.606529566,52.915190177,-2.606429566,52.915290177
"3053",-2.606529566,52.915090177,-2.606429566,52.915190177
"3054",-2.606529566,52.914990177,-2.606429566,52.915090177
"3055",-2.606529566,52.914890177,-2.606429566,52.914990177
"3094",-2.606429566,52.915390177,-2.606329566,52.915490177
"3095",-2.606429566,52.915290177,-2.606329566,52.915390177
"3096",-2.606429566,52.915190177,-2.606329566,52.915290177
"3097",-2.606429566,52.915090177,-2.606329566,52.915190177
"3098",-2.606429566,52.914990177,-2.606329566,52.915090177
"3099",-2.606429566,52.914890177,-2.606329566,52.914990177
"3138",-2.606329566,52.915390177,-2.606229566,52.915490177
"3139",-2.606329566,52.915290177,-2.606229566,52.915390177
"3140",-2.606329566,52.915190177,-2.606229566,52.915290177
"3141",-2.606329566,52.915090177,-2.606229566,52.915190177
"3142",-2.606329566,52.914990177,-2.606229566,52.915090177
"3182",-2.606229566,52.915390177,-2.606129566,52.915490177
"3183",-2.606229566,52.915290177,-2.606129566,52.915390177
"3184",-2.606229566,52.915190177,-2.606129566,52.915290177
"3185",-2.606229566,52.915090177,-2.606129566,52.915190177
"3186",-2.606229566,52.914990177,-2.606129566,52.915090177
"3226",-2.606129566,52.915390177,-2.606029566,52.915490177
"3227",-2.606129566,52.915290177,-2.606029566,52.915390177
"3228",-2.606129566,52.915190177,-2.606029566,52.915290177
"3229",-2.606129566,52.915090177,-2.606029566,52.915190177
"3230",-2.606129566,52.914990177,-2.606029566,52.915090177
"3270",-2.606029566,52.915390177,-2.605929566,52.915490177
"3271",-2.606029566,52.915290177,-2.605929566,52.915390177
"3272",-2.606029566,52.915190177,-2.605929566,52.915290177
"3273",-2.606029566,52.915090177,-2.605929566,52.915190177
"3314",-2.605929566,52.915390177,-2.605829566,52.915490177
"3315",-2.605929566,52.915290177,-2.605829566,52.915390177
"3316",-2.605929566,52.915190177,-2.605829566,52.915290177
"3317",-2.605929566,52.915090177,-2.605829566,52.915190177
"3358",-2.605829566,52.915390177,-2.605729566,52.915490177
"3359",-2.605829566,52.915290177,-2.605729566,52.915390177
"3360",-2.605829566,52.915190177,-2.605729566,52.915290177
"3361",-2.605829566,52.915090177,-2.605729566,52.915190177
"3402",-2.605729566,52.915390177,-2.605629566,52.915490177
"3403",-2.605729566,52.915290177,-2.605629566,52.915390177
"3404",-2.605729566,52.915190177,-2.605629566,52.915290177
"3446",-2.605629566,52.915390177,-2.605529566,52.915490177
"3447",-2.605629566,52.915290177,-2.605529566,52.915390177
"3448",-2.605629566,52.915190177,-2.605529566,52.915290177
"3490",-2.605529566,52.915390177,-2.605429566,52.915490177
"3491",-2.605529566,52.915290177,-2.605429566,52.915390177
"3492",-2.605529566,52.915190177,-2.605429566,52.915290177
"3534",-2.605429566,52.915390177,-2.605329566,52.915490177
"3535",-2.605429566,52.915290177,-2.605329566,52.915390177
"3536",-2.605429566,52.915190177,-2.605329566,52.915290177
"3578",-2.605329566,52.915390177,-2.605229566,52.915490177
"3579",-2.605329566,52.915290177,-2.605229566,52.915390177
"3622",-2.605229566,52.915390177,-2.605129566,52.915490177
"3623",-2.605229566,52.915290177,-2.605129566,52.915390177
"3662",-2.605129566,52.915790177,-2.605029566,52.915890177
"3663",-2.605129566,52.915690177,-2.605029566,52.915790177
"3664",-2.605129566,52.915590177,-2.605029566,52.915690177
"3665",-2.605129566,52.915490177,-2.605029566,52.915590177
"3666",-2.605129566,52.915390177,-2.605029566,52.915490177
"3667",-2.605129566,52.915290177,-2.605029566,52.915390177
"3706",-2.605029566,52.915790177,-2.604929566,52.915890177
"3707",-2.605029566,52.915690177,-2.604929566,52.915790177
"3708",-2.605029566,52.915590177,-2.604929566,52.915690177
"3709",-2.605029566,52.915490177,-2.604929566,52.915590177
"3710",-2.605029566,52.915390177,-2.604929566,52.915490177
"3750",-2.604929566,52.915790177,-2.604829566,52.915890177
"3751",-2.604929566,52.915690177,-2.604829566,52.915790177
"3752",-2.604929566,52.915590177,-2.604829566,52.915690177
"3753",-2.604929566,52.915490177,-2.604829566,52.915590177
"3754",-2.604929566,52.915390177,-2.604829566,52.915490177
"2476",-2.607829566,52.915590177,-2.607729566,52.915690177
"2477",-2.607829566,52.915490177,-2.607729566,52.915590177
"2478",-2.607829566,52.915390177,-2.607729566,52.915490177
"2479",-2.607829566,52.915290177,-2.607729566,52.915390177
"2480",-2.607829566,52.915190177,-2.607729566,52.915290177
"2481",-2.607829566,52.915090177,-2.607729566,52.915190177
"2482",-2.607829566,52.914990177,-2.607729566,52.915090177
"2520",-2.607729566,52.915590177,-2.607629566,52.915690177
"2521",-2.607729566,52.915490177,-2.607629566,52.915590177
"2522",-2.607729566,52.915390177,-2.607629566,52.915490177
"2523",-2.607729566,52.915290177,-2.607629566,52.915390177
"2524",-2.607729566,52.915190177,-2.607629566,52.915290177
"2525",-2.607729566,52.915090177,-2.607629566,52.915190177
"2526",-2.607729566,52.914990177,-2.607629566,52.915090177
"3660",-2.605129566,52.915990177,-2.605029566,52.916090177
"3661",-2.605129566,52.915890177,-2.605029566,52.915990177
"2660",-2.607429566,52.914790177,-2.607329566,52.914890177
"2661",-2.607429566,52.914690177,-2.607329566,52.914790177
"2704",-2.607329566,52.914790177,-2.607229566,52.914890177
"2705",-2.607329566,52.914690177,-2.607229566,52.914790177
"2748",-2.607229566,52.914790177,-2.607129566,52.914890177
"2749",-2.607229566,52.914690177,-2.607129566,52.914790177
"2792",-2.607129566,52.914790177,-2.607029566,52.914890177
"2793",-2.607129566,52.914690177,-2.607029566,52.914790177
"2836",-2.607029566,52.914790177,-2.606929566,52.914890177
"2880",-2.606929566,52.914790177,-2.606829566,52.914890177
"2924",-2.606829566,52.914790177,-2.606729566,52.914890177
"3796",-2.604829566,52.915590177,-2.604729566,52.915690177
"3797",-2.604829566,52.915490177,-2.604729566,52.915590177
"3798",-2.604829566,52.915390177,-2.604729566,52.915490177
"3840",-2.604729566,52.915590177,-2.604629566,52.915690177
"3841",-2.604729566,52.915490177,-2.604629566,52.915590177
"602",-2.612129566,52.913790177,-2.612029566,52.913890177
"603",-2.612129566,52.913690177,-2.612029566,52.913790177
"604",-2.612129566,52.913590177,-2.612029566,52.913690177
"605",-2.612129566,52.913490177,-2.612029566,52.913590177
"606",-2.612129566,52.913390177,-2.612029566,52.913490177
"607",-2.612129566,52.913290177,-2.612029566,52.913390177
"608",-2.612129566,52.913190177,-2.612029566,52.913290177
"609",-2.612129566,52.913090177,-2.612029566,52.913190177
"610",-2.612129566,52.912990177,-2.612029566,52.913090177
"611",-2.612129566,52.912890177,-2.612029566,52.912990177
"612",-2.612129566,52.912790177,-2.612029566,52.912890177
"613",-2.612129566,52.912690177,-2.612029566,52.912790177
"645",-2.612029566,52.913890177,-2.611929566,52.913990177
"646",-2.612029566,52.913790177,-2.611929566,52.913890177
"647",-2.612029566,52.913690177,-2.611929566,52.913790177
"648",-2.612029566,52.913590177,-2.611929566,52.913690177
"649",-2.612029566,52.913490177,-2.611929566,52.913590177
"650",-2.612029566,52.913390177,-2.611929566,52.913490177
"651",-2.612029566,52.913290177,-2.611929566,52.913390177
"652",-2.612029566,52.913190177,-2.611929566,52.913290177
"653",-2.612029566,52.913090177,-2.611929566,52.913190177
"654",-2.612029566,52.912990177,-2.611929566,52.913090177
"655",-2.612029566,52.912890177,-2.611929566,52.912990177
"656",-2.612029566,52.912790177,-2.611929566,52.912890177
"657",-2.612029566,52.912690177,-2.611929566,52.912790177
"688",-2.611929566,52.913990177,-2.611829566,52.914090177
"689",-2.611929566,52.913890177,-2.611829566,52.913990177
"690",-2.611929566,52.913790177,-2.611829566,52.913890177
"691",-2.611929566,52.913690177,-2.611829566,52.913790177
"692",-2.611929566,52.913590177,-2.611829566,52.913690177
"693",-2.611929566,52.913490177,-2.611829566,52.913590177
"694",-2.611929566,52.913390177,-2.611829566,52.913490177
"695",-2.611929566,52.913290177,-2.611829566,52.913390177
"696",-2.611929566,52.913190177,-2.611829566,52.913290177
"697",-2.611929566,52.913090177,-2.611829566,52.913190177
"698",-2.611929566,52.912990177,-2.611829566,52.913090177
"699",-2.611929566,52.912890177,-2.611829566,52.912990177
"700",-2.611929566,52.912790177,-2.611829566,52.912890177
"701",-2.611929566,52.912690177,-2.611829566,52.912790177
"731",-2.611829566,52.914090177,-2.611729566,52.914190177
"732",-2.611829566,52.913990177,-2.611729566,52.914090177
"733",-2.611829566,52.913890177,-2.611729566,52.913990177
"734",-2.611829566,52.913790177,-2.611729566,52.913890177
"735",-2.611829566,52.913690177,-2.611729566,52.913790177
"736",-2.611829566,52.913590177,-2.611729566,52.913690177
"737",-2.611829566,52.913490177,-2.611729566,52.913590177
"738",-2.611829566,52.913390177,-2.611729566,52.913490177
"739",-2.611829566,52.913290177,-2.611729566,52.913390177
"740",-2.611829566,52.913190177,-2.611729566,52.913290177
"741",-2.611829566,52.913090177,-2.611729566,52.913190177
"742",-2.611829566,52.912990177,-2.611729566,52.913090177
"743",-2.611829566,52.912890177,-2.611729566,52.912990177
"744",-2.611829566,52.912790177,-2.611729566,52.912890177
"745",-2.611829566,52.912690177,-2.611729566,52.912790177
"775",-2.611729566,52.914090177,-2.611629566,52.914190177
"776",-2.611729566,52.913990177,-2.611629566,52.914090177
"777",-2.611729566,52.913890177,-2.611629566,52.913990177
"778",-2.611729566,52.913790177,-2.611629566,52.913890177
"779",-2.611729566,52.913690177,-2.611629566,52.913790177
"780",-2.611729566,52.913590177,-2.611629566,52.913690177
"781",-2.611729566,52.913490177,-2.611629566,52.913590177
"782",-2.611729566,52.913390177,-2.611629566,52.913490177
"783",-2.611729566,52.913290177,-2.611629566,52.913390177
"784",-2.611729566,52.913190177,-2.611629566,52.913290177
"785",-2.611729566,52.913090177,-2.611629566,52.913190177
"786",-2.611729566,52.912990177,-2.611629566,52.913090177
"787",-2.611729566,52.912890177,-2.611629566,52.912990177
"788",-2.611729566,52.912790177,-2.611629566,52.912890177
"789",-2.611729566,52.912690177,-2.611629566,52.912790177
"818",-2.611629566,52.914190177,-2.611529566,52.914290177
"819",-2.611629566,52.914090177,-2.611529566,52.914190177
"820",-2.611629566,52.913990177,-2.611529566,52.914090177
"821",-2.611629566,52.913890177,-2.611529566,52.913990177
"822",-2.611629566,52.913790177,-2.611529566,52.913890177
"823",-2.611629566,52.913690177,-2.611529566,52.913790177
"824",-2.611629566,52.913590177,-2.611529566,52.913690177
"825",-2.611629566,52.913490177,-2.611529566,52.913590177
"826",-2.611629566,52.913390177,-2.611529566,52.913490177
"827",-2.611629566,52.913290177,-2.611529566,52.913390177
"828",-2.611629566,52.913190177,-2.611529566,52.913290177
"829",-2.611629566,52.913090177,-2.611529566,52.913190177
"830",-2.611629566,52.912990177,-2.611529566,52.913090177
"831",-2.611629566,52.912890177,-2.611529566,52.912990177
"832",-2.611629566,52.912790177,-2.611529566,52.912890177
"833",-2.611629566,52.912690177,-2.611529566,52.912790177
"862",-2.611529566,52.914190177,-2.611429566,52.914290177
"863",-2.611529566,52.914090177,-2.611429566,52.914190177
"864",-2.611529566,52.913990177,-2.611429566,52.914090177
"865",-2.611529566,52.913890177,-2.611429566,52.913990177
"866",-2.611529566,52.913790177,-2.611429566,52.913890177
"867",-2.611529566,52.913690177,-2.611429566,52.913790177
"868",-2.611529566,52.913590177,-2.611429566,52.913690177
"869",-2.611529566,52.913490177,-2.611429566,52.913590177
"870",-2.611529566,52.913390177,-2.611429566,52.913490177
"871",-2.611529566,52.913290177,-2.611429566,52.913390177
"872",-2.611529566,52.913190177,-2.611429566,52.913290177
"873",-2.611529566,52.913090177,-2.611429566,52.913190177
"874",-2.611529566,52.912990177,-2.611429566,52.913090177
"875",-2.611529566,52.912890177,-2.611429566,52.912990177
"876",-2.611529566,52.912790177,-2.611429566,52.912890177
"877",-2.611529566,52.912690177,-2.611429566,52.912790177
"905",-2.611429566,52.914290177,-2.611329566,52.914390177
"906",-2.611429566,52.914190177,-2.611329566,52.914290177
"907",-2.611429566,52.914090177,-2.611329566,52.914190177
"908",-2.611429566,52.913990177,-2.611329566,52.914090177
"909",-2.611429566,52.913890177,-2.611329566,52.913990177
"910",-2.611429566,52.913790177,-2.611329566,52.913890177
"911",-2.611429566,52.913690177,-2.611329566,52.913790177
"912",-2.611429566,52.913590177,-2.611329566,52.913690177
"913",-2.611429566,52.913490177,-2.611329566,52.913590177
"914",-2.611429566,52.913390177,-2.611329566,52.913490177
"915",-2.611429566,52.913290177,-2.611329566,52.913390177
"916",-2.611429566,52.913190177,-2.611329566,52.913290177
"917",-2.611429566,52.913090177,-2.611329566,52.913190177
"918",-2.611429566,52.912990177,-2.611329566,52.913090177
"919",-2.611429566,52.912890177,-2.611329566,52.912990177
"920",-2.611429566,52.912790177,-2.611329566,52.912890177
"921",-2.611429566,52.912690177,-2.611329566,52.912790177
"949",-2.611329566,52.914290177,-2.611229566,52.914390177
"950",-2.611329566,52.914190177,-2.611229566,52.914290177
"951",-2.611329566,52.914090177,-2.611229566,52.914190177
"952",-2.611329566,52.913990177,-2.611229566,52.914090177
"953",-2.611329566,52.913890177,-2.611229566,52.913990177
"954",-2.611329566,52.913790177,-2.611229566,52.913890177
"955",-2.611329566,52.913690177,-2.611229566,52.913790177
"956",-2.611329566,52.913590177,-2.611229566,52.913690177
"957",-2.611329566,52.913490177,-2.611229566,52.913590177
"958",-2.611329566,52.913390177,-2.611229566,52.913490177
"959",-2.611329566,52.913290177,-2.611229566,52.913390177
"960",-2.611329566,52.913190177,-2.611229566,52.913290177
"961",-2.611329566,52.913090177,-2.611229566,52.913190177
"962",-2.611329566,52.912990177,-2.611229566,52.913090177
"963",-2.611329566,52.912890177,-2.611229566,52.912990177
"964",-2.611329566,52.912790177,-2.611229566,52.912890177
"992",-2.611229566,52.914390177,-2.611129566,52.914490177
"993",-2.611229566,52.914290177,-2.611129566,52.914390177
"994",-2.611229566,52.914190177,-2.611129566,52.914290177
"995",-2.611229566,52.914090177,-2.611129566,52.914190177
"996",-2.611229566,52.913990177,-2.611129566,52.914090177
"997",-2.611229566,52.913890177,-2.611129566,52.913990177
"998",-2.611229566,52.913790177,-2.611129566,52.913890177
"999",-2.611229566,52.913690177,-2.611129566,52.913790177
"1000",-2.611229566,52.913590177,-2.611129566,52.913690177
"1001",-2.611229566,52.913490177,-2.611129566,52.913590177
"1002",-2.611229566,52.913390177,-2.611129566,52.913490177
"1003",-2.611229566,52.913290177,-2.611129566,52.913390177
"1004",-2.611229566,52.913190177,-2.611129566,52.913290177
"1005",-2.611229566,52.913090177,-2.611129566,52.913190177
"1006",-2.611229566,52.912990177,-2.611129566,52.913090177
"1007",-2.611229566,52.912890177,-2.611129566,52.912990177
"1036",-2.611129566,52.914390177,-2.611029566,52.914490177
"1037",-2.611129566,52.914290177,-2.611029566,52.914390177
"1038",-2.611129566,52.914190177,-2.611029566,52.914290177
"1039",-2.611129566,52.914090177,-2.611029566,52.914190177
"1040",-2.611129566,52.913990177,-2.611029566,52.914090177
"1041",-2.611129566,52.913890177,-2.611029566,52.913990177
"1042",-2.611129566,52.913790177,-2.611029566,52.913890177
"1043",-2.611129566,52.913690177,-2.611029566,52.913790177
"1044",-2.611129566,52.913590177,-2.611029566,52.913690177
"1045",-2.611129566,52.913490177,-2.611029566,52.913590177
"1046",-2.611129566,52.913390177,-2.611029566,52.913490177
"1047",-2.611129566,52.913290177,-2.611029566,52.913390177
"1048",-2.611129566,52.913190177,-2.611029566,52.913290177
"1049",-2.611129566,52.913090177,-2.611029566,52.913190177
"1050",-2.611129566,52.912990177,-2.611029566,52.913090177
"1051",-2.611129566,52.912890177,-2.611029566,52.912990177
"1079",-2.611029566,52.914490177,-2.610929566,52.914590177
"1080",-2.611029566,52.914390177,-2.610929566,52.914490177
"1081",-2.611029566,52.914290177,-2.610929566,52.914390177
"1082",-2.611029566,52.914190177,-2.610929566,52.914290177
"1083",-2.611029566,52.914090177,-2.610929566,52.914190177
"1084",-2.611029566,52.913990177,-2.610929566,52.914090177
"1085",-2.611029566,52.913890177,-2.610929566,52.913990177
"1086",-2.611029566,52.913790177,-2.610929566,52.913890177
"1087",-2.611029566,52.913690177,-2.610929566,52.913790177
"1088",-2.611029566,52.913590177,-2.610929566,52.913690177
"1089",-2.611029566,52.913490177,-2.610929566,52.913590177
"1090",-2.611029566,52.913390177,-2.610929566,52.913490177
"1091",-2.611029566,52.913290177,-2.610929566,52.913390177
"1092",-2.611029566,52.913190177,-2.610929566,52.913290177
"1093",-2.611029566,52.913090177,-2.610929566,52.913190177
"1094",-2.611029566,52.912990177,-2.610929566,52.913090177
"1123",-2.610929566,52.914490177,-2.610829566,52.914590177
"1124",-2.610929566,52.914390177,-2.610829566,52.914490177
"1125",-2.610929566,52.914290177,-2.610829566,52.914390177
"1126",-2.610929566,52.914190177,-2.610829566,52.914290177
"1127",-2.610929566,52.914090177,-2.610829566,52.914190177
"1128",-2.610929566,52.913990177,-2.610829566,52.914090177
"1129",-2.610929566,52.913890177,-2.610829566,52.913990177
"1130",-2.610929566,52.913790177,-2.610829566,52.913890177
"1131",-2.610929566,52.913690177,-2.610829566,52.913790177
"1132",-2.610929566,52.913590177,-2.610829566,52.913690177
"1133",-2.610929566,52.913490177,-2.610829566,52.913590177
"1134",-2.610929566,52.913390177,-2.610829566,52.913490177
"1135",-2.610929566,52.913290177,-2.610829566,52.913390177
"1136",-2.610929566,52.913190177,-2.610829566,52.913290177
"1137",-2.610929566,52.913090177,-2.610829566,52.913190177
"1138",-2.610929566,52.912990177,-2.610829566,52.913090177
"1166",-2.610829566,52.914590177,-2.610729566,52.914690177
"1167",-2.610829566,52.914490177,-2.610729566,52.914590177
"1168",-2.610829566,52.914390177,-2.610729566,52.914490177
"1169",-2.610829566,52.914290177,-2.610729566,52.914390177
"1170",-2.610829566,52.914190177,-2.610729566,52.914290177
"1171",-2.610829566,52.914090177,-2.610729566,52.914190177
"1172",-2.610829566,52.913990177,-2.610729566,52.914090177
"1173",-2.610829566,52.913890177,-2.610729566,52.913990177
"1174",-2.610829566,52.913790177,-2.610729566,52.913890177
"1175",-2.610829566,52.913690177,-2.610729566,52.913790177
"1176",-2.610829566,52.913590177,-2.610729566,52.913690177
"1177",-2.610829566,52.913490177,-2.610729566,52.913590177
"1178",-2.610829566,52.913390177,-2.610729566,52.913490177
"1179",-2.610829566,52.913290177,-2.610729566,52.913390177
"1180",-2.610829566,52.913190177,-2.610729566,52.913290177
"1181",-2.610829566,52.913090177,-2.610729566,52.913190177
"1209",-2.610729566,52.914690177,-2.610629566,52.914790177
"1210",-2.610729566,52.914590177,-2.610629566,52.914690177
"1211",-2.610729566,52.914490177,-2.610629566,52.914590177
"1212",-2.610729566,52.914390177,-2.610629566,52.914490177
"1213",-2.610729566,52.914290177,-2.610629566,52.914390177
"1214",-2.610729566,52.914190177,-2.610629566,52.914290177
"1215",-2.610729566,52.914090177,-2.610629566,52.914190177
"1216",-2.610729566,52.913990177,-2.610629566,52.914090177
"1217",-2.610729566,52.913890177,-2.610629566,52.913990177
"1218",-2.610729566,52.913790177,-2.610629566,52.913890177
"1219",-2.610729566,52.913690177,-2.610629566,52.913790177
"1220",-2.610729566,52.913590177,-2.610629566,52.913690177
"1221",-2.610729566,52.913490177,-2.610629566,52.913590177
"1222",-2.610729566,52.913390177,-2.610629566,52.913490177
"1223",-2.610729566,52.913290177,-2.610629566,52.913390177
"1224",-2.610729566,52.913190177,-2.610629566,52.913290177
"1225",-2.610729566,52.913090177,-2.610629566,52.913190177
"1253",-2.610629566,52.914690177,-2.610529566,52.914790177
"1254",-2.610629566,52.914590177,-2.610529566,52.914690177
"1255",-2.610629566,52.914490177,-2.610529566,52.914590177
"1256",-2.610629566,52.914390177,-2.610529566,52.914490177
"1257",-2.610629566,52.914290177,-2.610529566,52.914390177
"1258",-2.610629566,52.914190177,-2.610529566,52.914290177
"1259",-2.610629566,52.914090177,-2.610529566,52.914190177
"1260",-2.610629566,52.913990177,-2.610529566,52.914090177
"1261",-2.610629566,52.913890177,-2.610529566,52.913990177
"1262",-2.610629566,52.913790177,-2.610529566,52.913890177
