DATE,GPS_TIME,GPS_FIX,xcoord,ycoord,WGS84_ALT,WGS84_HAE,SPEED_KPH,STATION_ID,REMARK,AUX_X0,AUX_X1,deepEC,AUX_X3,shallowEC,AUX_X5
220324,80854,21207,-2.6047352,52.9159447,106.8,155.6,7.4,0,gps,$PDLM1,100065,82.6,-0.4,23.9,1.32
220324,80855,21207,-2.6047187,52.915928,106.9,155.7,7.6,0,gps,$PDLM1,100066,82.2,-0.4,22.1,1.3
220324,80856,21207,-2.6047077,52.9159102,106.9,155.7,7.6,0,gps,$PDLM1,100067,82.2,-0.4,22.7,1.31
220324,80857,21207,-2.6046947,52.9158932,106.9,155.7,7.5,0,gps,$PDLM1,100068,82.4,-0.4,21.7,1.29
220324,80858,21207,-2.6046837,52.9158755,107,155.8,7.5,0,gps,$PDLM1,100069,83,-0.41,23.9,1.32
220324,80859,21207,-2.6046698,52.9158593,107.3,156.1,7.4,0,gps,$PDLM1,100070,84,-0.39,24.8,1.33
220324,80900,21207,-2.6046547,52.9158432,107.3,156.1,7.4,0,gps,$PDLM1,100071,82,-0.4,21,1.25
220324,80901,21207,-2.6046392,52.9158268,107.5,156.3,7.5,0,gps,$PDLM1,100072,83.3,-0.41,23.4,1.31
220324,80902,21207,-2.6046253,52.9158112,107.7,156.5,7.3,0,gps,$PDLM1,100073,84.3,-0.39,25.1,1.34
220324,80903,21207,-2.6046095,52.9157942,107.7,156.5,7.6,0,gps,$PDLM1,100074,83.4,-0.39,24,1.33
220324,80904,21207,-2.604595,52.9157788,107.9,156.7,7.3,0,gps,$PDLM1,100075,82.5,-0.42,23,1.31
220324,80905,21207,-2.6045803,52.9157637,107.8,156.6,7.2,0,gps,$PDLM1,100076,83.3,-0.41,24,1.32
220324,80906,21207,-2.6045652,52.915749,107.9,156.7,7.1,0,gps,$PDLM1,100077,82.6,-0.4,23,1.32
220324,80907,21207,-2.6045498,52.9157332,107.5,156.3,7.2,0,gps,$PDLM1,100078,82,-0.4,22.3,1.31
220324,80908,21207,-2.6045368,52.9157188,107.4,156.2,6.9,0,gps,$PDLM1,100079,81.2,-0.41,21.3,1.27
220324,80909,21207,-2.6045235,52.9157053,107.4,156.2,6.6,0,gps,$PDLM1,100080,82.9,-0.39,24.5,1.34
220324,80910,21207,-2.6045105,52.9156907,107.5,156.3,6.6,0,gps,$PDLM1,100081,82.8,-0.39,23.9,1.32
220324,80911,21207,-2.6044993,52.9156717,107.6,156.4,7.3,0,gps,$PDLM1,100082,84.2,-0.39,26.5,1.35
220324,80912,21207,-2.6044845,52.9156553,107.6,156.4,7.4,0,gps,$PDLM1,100083,83.2,-0.41,24.8,1.34
220324,80913,21207,-2.6044702,52.915641,107.8,156.6,7,0,gps,$PDLM1,100084,84.4,-0.38,26.6,1.33
220324,80914,21207,-2.604463,52.9156202,108.1,156.9,7.7,0,gps,$PDLM1,100085,83.3,-0.38,23.8,1.32
220324,80915,21207,-2.6044668,52.9155988,108.3,157.1,7.9,0,gps,$PDLM1,100086,83,-0.41,24.2,1.31
220324,80916,21207,-2.6044713,52.9155847,108.4,157.2,6.8,0,gps,$PDLM1,100087,83,-0.4,24.4,1.32
220324,80917,21207,-2.6044817,52.9155738,108.6,157.4,5.7,0,gps,$PDLM1,100088,84.5,-0.36,24.9,1.31
220324,80918,21207,-2.6044957,52.9155652,108.7,157.5,5.1,0,gps,$PDLM1,100089,84.6,-0.39,25.4,1.31
220324,80919,21207,-2.604513,52.9155577,108.5,157.3,5,0,gps,$PDLM1,100090,85.1,-0.37,25.6,1.33
220324,80920,21207,-2.6045313,52.9155538,108.8,157.6,4.7,0,gps,$PDLM1,100091,84.1,-0.39,25.4,1.34
220324,80921,21207,-2.6045503,52.9155472,108.5,157.3,5,0,gps,$PDLM1,100092,84.7,-0.34,24.6,1.32
220324,80922,21207,-2.6045667,52.9155405,108.5,157.3,4.9,0,gps,$PDLM1,100093,83,-0.4,23.4,1.26
220324,80923,21207,-2.6045835,52.9155322,108.3,157.1,5.1,0,gps,$PDLM1,100094,84.5,-0.38,24.7,1.31
220324,80924,21207,-2.6046027,52.9155238,108.4,157.2,5.4,0,gps,$PDLM1,100095,84.2,-0.4,25.6,1.33
220324,80925,21207,-2.6046232,52.9155163,108.7,157.5,5.6,0,gps,$PDLM1,100096,84.2,-0.39,24.1,1.32
220324,80926,21207,-2.6046405,52.9155133,108.9,157.7,4.9,0,gps,$PDLM1,100097,84.8,-0.39,25.2,1.33
220324,80927,21207,-2.6046622,52.9155052,108.7,157.5,5.5,0,gps,$PDLM1,100098,85.5,-0.39,26.1,1.36
220324,80928,21207,-2.6046843,52.9154965,108.5,157.3,6,0,gps,$PDLM1,100099,86.7,-0.37,27.4,1.38
220324,80929,21207,-2.604703,52.9154867,108.5,157.3,6,0,gps,$PDLM1,100100,87.2,-0.35,27.3,1.37
220324,80930,21207,-2.6047233,52.9154763,108.5,157.3,6.2,0,gps,$PDLM1,100101,87.3,-0.34,28.2,1.38
220324,80931,21207,-2.6047465,52.9154672,108.3,157.1,6.4,0,gps,$PDLM1,100102,87,-0.38,28.2,1.38
220324,80932,21207,-2.6047665,52.9154587,108.3,157.1,6.2,0,gps,$PDLM1,100103,85.7,-0.38,26.3,1.36
220324,80933,21207,-2.6047857,52.9154507,107.9,156.7,5.9,0,gps,$PDLM1,100104,85.7,-0.37,26.4,1.35
220324,80934,21207,-2.6048077,52.9154423,107.8,156.6,6.1,0,gps,$PDLM1,100105,87.1,-0.35,28.5,1.41
220324,80935,21207,-2.6048317,52.9154345,107.8,156.6,6.3,0,gps,$PDLM1,100106,83.8,-0.38,25.4,1.36
220324,80936,21207,-2.6048543,52.9154253,108,156.8,6.5,0,gps,$PDLM1,100107,85.2,-0.37,27.7,1.39
220324,80937,21207,-2.6048775,52.9154157,107.9,156.7,6.6,0,gps,$PDLM1,100108,84.5,-0.37,25.4,1.36
220324,80938,21207,-2.6049015,52.9154052,108.1,156.9,6.9,0,gps,$PDLM1,100109,85.2,-0.39,27.1,1.37
220324,80939,21207,-2.604924,52.9153955,108.3,157.1,6.8,0,gps,$PDLM1,100110,85.8,-0.36,27.2,1.37
220324,80940,21207,-2.6049462,52.9153862,107.9,156.7,6.7,0,gps,$PDLM1,100111,85.1,-0.37,26.2,1.38
220324,80941,21207,-2.6049662,52.9153775,107.9,156.7,6.3,0,gps,$PDLM1,100112,83,-0.39,23.7,1.35
220324,80942,21208,-2.6049892,52.9153703,107.6,156.4,6.3,0,gps,$PDLM1,100113,84,-0.37,25.5,1.37
220324,80943,21208,-2.6050122,52.9153677,107.6,156.4,5.9,0,gps,$PDLM1,100114,82.4,-0.38,22.8,1.34
220324,80944,21208,-2.6050375,52.9153577,107.4,156.2,6.6,0,gps,$PDLM1,100115,82.6,-0.38,23.5,1.34
220324,80945,21208,-2.6050628,52.9153498,107.4,156.2,6.7,0,gps,$PDLM1,100116,82.9,-0.38,24.5,1.36
220324,80946,21208,-2.6050857,52.9153415,107.3,156.1,6.6,0,gps,$PDLM1,100117,82.5,-0.38,24,1.36
220324,80947,21208,-2.6051108,52.9153317,107.4,156.2,6.9,0,gps,$PDLM1,100118,81.9,-0.38,23.2,1.35
220324,80948,21208,-2.6051363,52.9153228,107.4,156.2,7,0,gps,$PDLM1,100119,81.1,-0.38,22.5,1.34
220324,80949,21208,-2.6051633,52.9153152,107.3,156.1,7.1,0,gps,$PDLM1,100120,82.5,-0.38,24.9,1.38
220324,80950,21208,-2.6051873,52.9153072,107.3,156.1,6.9,0,gps,$PDLM1,100121,80.7,-0.38,22.4,1.35
220324,80951,21208,-2.605213,52.9152993,107.1,155.9,6.9,0,gps,$PDLM1,100122,82,-0.35,24.6,1.39
220324,80952,21207,-2.6052388,52.9152923,107.2,156,6.9,0,gps,$PDLM1,100123,80.6,-0.38,23.1,1.37
220324,80953,21207,-2.6052665,52.9152845,107.3,156.1,7.1,0,gps,$PDLM1,100124,80.7,-0.38,22.9,1.35
220324,80954,21207,-2.6052915,52.915274,107.3,156.1,7.2,0,gps,$PDLM1,100125,81,-0.37,24.1,1.39
220324,80955,21207,-2.6053155,52.9152667,107.5,156.3,6.9,0,gps,$PDLM1,100126,80.1,-0.38,23.5,1.38
220324,80956,21207,-2.6053387,52.9152605,107.7,156.5,6.5,0,gps,$PDLM1,100127,81.4,-0.36,25.5,1.41
220324,80957,21207,-2.6053645,52.915251,107.5,156.3,6.9,0,gps,$PDLM1,100128,80.9,-0.35,24.1,1.4
220324,80958,21207,-2.6053918,52.915243,107.9,156.7,7.1,0,gps,$PDLM1,100129,79.9,-0.38,23.2,1.37
220324,80959,21207,-2.6054188,52.9152352,108.3,157.1,7.2,0,gps,$PDLM1,100130,80.7,-0.36,23.3,1.36
220324,81000,21207,-2.605444,52.9152253,108.5,157.3,7.2,0,gps,$PDLM1,100131,81.5,-0.35,24.8,1.39
220324,81001,21207,-2.6054685,52.9152163,108.6,157.4,7.1,0,gps,$PDLM1,100132,81.3,-0.37,25.2,1.39
220324,81002,21207,-2.6054935,52.9152082,108.6,157.4,7,0,gps,$PDLM1,100133,81.3,-0.36,25.3,1.4
220324,81003,21207,-2.60552,52.9152003,108.5,157.3,7.1,0,gps,$PDLM1,100134,80.9,-0.37,23.5,1.37
220324,81004,21207,-2.6055492,52.9151937,108.4,157.2,7.3,0,gps,$PDLM1,100135,81.6,-0.37,25.2,1.37
220324,81005,21207,-2.6055758,52.9151863,108.4,157.2,7.2,0,gps,$PDLM1,100136,81.9,-0.38,25.5,1.39
220324,81006,21207,-2.605602,52.915178,108.4,157.2,7.2,0,gps,$PDLM1,100137,82.8,-0.36,25.8,1.4
220324,81007,21207,-2.6056283,52.9151705,108.2,157,7.1,0,gps,$PDLM1,100138,83.9,-0.37,27.8,1.42
220324,81008,21207,-2.6056545,52.915163,108.1,156.9,7.1,0,gps,$PDLM1,100139,83.8,-0.36,27.7,1.42
220324,81009,21207,-2.6056817,52.9151533,108.3,157.1,7.3,0,gps,$PDLM1,100140,83.5,-0.36,26.4,1.41
220324,81010,21207,-2.6057078,52.9151443,107.9,156.7,7.3,0,gps,$PDLM1,100141,80.3,-0.4,21.6,1.31
220324,81011,21207,-2.6057335,52.9151358,107.9,156.7,7.2,0,gps,$PDLM1,100142,82.7,-0.37,25.2,1.39
220324,81012,21207,-2.60576,52.9151287,107.6,156.4,7.1,0,gps,$PDLM1,100143,82.1,-0.38,25.1,1.39
220324,81013,21207,-2.6057897,52.9151215,107.6,156.4,7.4,0,gps,$PDLM1,100144,82.5,-0.35,25.7,1.41
220324,81014,21207,-2.6058172,52.9151133,107.5,156.3,7.4,0,gps,$PDLM1,100145,80.8,-0.36,24.1,1.39
220324,81015,21207,-2.6058442,52.9151035,107.7,156.5,7.5,0,gps,$PDLM1,100146,81.7,-0.36,25.2,1.42
220324,81016,21207,-2.605871,52.915094,107.5,156.3,7.5,0,gps,$PDLM1,100147,80.7,-0.37,23.3,1.38
220324,81017,21207,-2.6058983,52.9150857,107.5,156.3,7.5,0,gps,$PDLM1,100148,80.3,-0.38,23.6,1.36
220324,81018,21207,-2.6059267,52.9150785,107.5,156.3,7.4,0,gps,$PDLM1,100149,82.3,-0.36,26.7,1.42
220324,81019,21207,-2.6059535,52.9150735,107.5,156.3,7.1,0,gps,$PDLM1,100150,81.4,-0.37,25.3,1.4
220324,81020,21207,-2.6059805,52.9150665,107.5,156.3,7.1,0,gps,$PDLM1,100151,81.9,-0.36,25.3,1.4
220324,81021,21207,-2.6060138,52.9150568,107.5,156.3,8,0,gps,$PDLM1,100152,82.3,-0.37,26.1,1.42
220324,81022,21207,-2.6060432,52.9150488,107.6,156.4,7.9,0,gps,$PDLM1,100153,82.7,-0.37,26.2,1.42
220324,81023,21207,-2.6060698,52.915043,107.4,156.2,7.4,0,gps,$PDLM1,100154,82.7,-0.38,25.1,1.39
220324,81024,21207,-2.6060978,52.9150352,107.4,156.2,7.4,0,gps,$PDLM1,100155,82.9,-0.37,24.8,1.39
220324,81025,21207,-2.6061248,52.9150265,107.3,156.1,7.4,0,gps,$PDLM1,100156,83.9,-0.37,26.8,1.43
220324,81026,21207,-2.6061498,52.9150178,107.4,156.2,7.2,0,gps,$PDLM1,100157,82.9,-0.36,24.6,1.4
220324,81027,21207,-2.6061775,52.9150093,107.2,156,7.4,0,gps,$PDLM1,100158,82.2,-0.35,24.3,1.4
220324,81028,21207,-2.6062065,52.9150005,107.3,156.1,7.6,0,gps,$PDLM1,100159,81.9,-0.39,24.7,1.4
220324,81029,21207,-2.6062347,52.9149903,107.2,156,7.8,0,gps,$PDLM1,100160,82.1,-0.38,25.6,1.42
220324,81030,21207,-2.6062625,52.9149825,107.2,156,7.6,0,gps,$PDLM1,100161,80.9,-0.38,23.8,1.4
220324,81031,21207,-2.6062895,52.9149745,107.2,156,7.4,0,gps,$PDLM1,100162,80.2,-0.38,22.7,1.37
220324,81032,21207,-2.6063163,52.9149645,107.1,155.9,7.5,0,gps,$PDLM1,100163,79.5,-0.4,22.6,1.36
220324,81033,21207,-2.606345,52.9149557,106.9,155.7,7.7,0,gps,$PDLM1,100164,80.4,-0.38,23.8,1.39
220324,81034,21207,-2.6063735,52.9149478,106.9,155.7,7.6,0,gps,$PDLM1,100165,81.2,-0.37,25.2,1.43
220324,81035,21108,-2.6064015,52.9149378,106.7,155.5,7.7,0,gps,$PDLM1,100166,81.2,-0.37,25.6,1.43
220324,81036,21207,-2.6064298,52.9149278,106.7,155.5,7.8,0,gps,$PDLM1,100167,80.2,-0.37,24.2,1.4
220324,81037,21207,-2.6064593,52.9149188,106.5,155.3,7.9,0,gps,$PDLM1,100168,80.7,-0.37,24.6,1.42
220324,81038,21207,-2.6064872,52.91491,106.6,155.4,7.8,0,gps,$PDLM1,100169,80.2,-0.37,24.1,1.41
220324,81039,21207,-2.6065147,52.9149023,106.6,155.4,7.5,0,gps,$PDLM1,100170,80.9,-0.35,24.4,1.4
220324,81040,21207,-2.6065437,52.9148945,106.4,155.2,7.6,0,gps,$PDLM1,100171,81.1,-0.38,25.5,1.41
220324,81041,21207,-2.6065685,52.9148857,106.3,155.1,7.3,0,gps,$PDLM1,100172,80.8,-0.37,24.7,1.41
220324,81042,21207,-2.6065932,52.9148762,106.1,154.9,7.2,0,gps,$PDLM1,100173,79.9,-0.36,22.9,1.38
220324,81043,21207,-2.6066192,52.9148682,106.1,154.9,7.1,0,gps,$PDLM1,100174,80.6,-0.38,24.1,1.38
220324,81044,21207,-2.6066457,52.9148587,106,154.8,7.3,0,gps,$PDLM1,100175,81.4,-0.37,25.2,1.4
220324,81045,21207,-2.6066733,52.9148492,105.8,154.6,7.5,0,gps,$PDLM1,100176,81.8,-0.37,26.2,1.42
220324,81046,21207,-2.6067018,52.9148403,105.6,154.4,7.6,0,gps,$PDLM1,100177,81.4,-0.38,25.7,1.4
220324,81047,21207,-2.6067303,52.9148313,105.4,154.2,7.7,0,gps,$PDLM1,100178,81.2,-0.38,25.6,1.41
220324,81048,21207,-2.606759,52.9148235,105.3,154.1,7.7,0,gps,$PDLM1,100179,81.3,-0.37,25,1.4
220324,81049,21207,-2.6067855,52.9148148,105.2,154,7.5,0,gps,$PDLM1,100180,81.1,-0.37,25.2,1.41
220324,81050,21207,-2.606811,52.9148062,105.2,154,7.3,0,gps,$PDLM1,100181,80.3,-0.38,23.7,1.39
220324,81051,21207,-2.6068367,52.9147985,105.2,154,7.1,0,gps,$PDLM1,100182,80.6,-0.37,24.4,1.4
220324,81052,21207,-2.6068607,52.9147902,105.3,154.1,6.9,0,gps,$PDLM1,100183,80.5,-0.36,24,1.39
220324,81053,21207,-2.6068862,52.9147822,105.1,153.9,6.9,0,gps,$PDLM1,100184,81.1,-0.38,24.8,1.39
220324,81054,21207,-2.6069123,52.9147725,105,153.8,7.2,0,gps,$PDLM1,100185,79.6,-0.4,21.8,1.35
220324,81055,21207,-2.6069395,52.9147672,105.1,153.9,7,0,gps,$PDLM1,100186,79.3,-0.37,23.3,1.37
220324,81056,21207,-2.6069687,52.9147615,104.9,153.7,7.2,0,gps,$PDLM1,100187,80.3,-0.38,23.7,1.38
220324,81057,21207,-2.6069965,52.9147533,105.1,153.9,7.3,0,gps,$PDLM1,100188,80.8,-0.4,23.9,1.36
220324,81058,21207,-2.607024,52.9147448,105.2,154,7.4,0,gps,$PDLM1,100189,81.4,-0.39,23,1.34
220324,81059,21207,-2.6070512,52.9147395,105.5,154.3,7.1,0,gps,$PDLM1,100190,83,-0.39,25.5,1.39
220324,81100,21207,-2.6070788,52.914731,105.2,154,7.3,0,gps,$PDLM1,100191,82.2,-0.39,23.3,1.35
220324,81101,21207,-2.6071037,52.9147222,105,153.8,7.1,0,gps,$PDLM1,100192,84.3,-0.38,27.8,1.42
220324,81102,21207,-2.6071273,52.9147152,105.5,154.3,6.8,0,gps,$PDLM1,100193,82.4,-0.39,23.3,1.37
220324,81103,21207,-2.6071538,52.9147083,105.4,154.2,6.9,0,gps,$PDLM1,100194,84.3,-0.37,26.4,1.42
220324,81104,21207,-2.6071822,52.9147017,105.3,154.1,7.1,0,gps,$PDLM1,100195,83.4,-0.38,24.9,1.4
220324,81105,21207,-2.6072092,52.9146945,105,153.8,7.1,0,gps,$PDLM1,100196,81.3,-0.38,23.5,1.36
220324,81106,21207,-2.6072357,52.9146883,104.8,153.6,7,0,gps,$PDLM1,100197,82.7,-0.33,25.1,1.4
220324,81107,21207,-2.6072617,52.9146825,104.9,153.7,6.9,0,gps,$PDLM1,100198,84.9,-0.37,26.2,1.41
220324,81108,21207,-2.6072873,52.914676,105,153.8,6.8,0,gps,$PDLM1,100199,85,-0.37,25.2,1.39
220324,81109,21207,-2.6073128,52.9146692,105.1,153.9,6.8,0,gps,$PDLM1,100200,84.9,-0.37,24.9,1.4
220324,81110,21207,-2.6073363,52.9146647,105.3,154.1,6.4,0,gps,$PDLM1,100201,84.4,-0.38,25,1.39
220324,81111,21207,-2.6073605,52.9146635,105.7,154.5,6.1,0,gps,$PDLM1,100202,84,-0.37,24.8,1.39
220324,81112,21207,-2.6073848,52.9146662,105.7,154.5,5.9,0,gps,$PDLM1,100203,83.9,-0.38,25.6,1.4
220324,81113,21207,-2.6074117,52.9146695,105.6,154.4,6.2,0,gps,$PDLM1,100204,83.4,-0.4,25.6,1.41
220324,81114,21207,-2.6074383,52.9146718,105.4,154.2,6.4,0,gps,$PDLM1,100205,80.9,-0.39,21.4,1.33
220324,81115,21207,-2.6074673,52.9146742,105.1,153.9,6.7,0,gps,$PDLM1,100206,81.7,-0.41,24.5,1.37
220324,81116,21207,-2.6074888,52.9146818,105,153.8,6.3,0,gps,$PDLM1,100207,81.5,-0.39,23.5,1.35
220324,81117,21207,-2.6075097,52.9146917,104.3,153.1,6.2,0,gps,$PDLM1,100208,83,-0.39,25.8,1.35
220324,81118,21207,-2.6075282,52.9147022,104.2,153,6.1,0,gps,$PDLM1,100209,80.8,-0.42,23.2,1.32
220324,81119,21207,-2.6075497,52.9147103,104.2,153,6.1,0,gps,$PDLM1,100210,82.2,-0.38,24.4,1.35
220324,81120,21207,-2.6075672,52.9147178,103.9,152.7,5.7,0,gps,$PDLM1,100211,81.8,-0.38,24.9,1.38
220324,81121,21207,-2.6075858,52.9147282,103.7,152.5,5.9,0,gps,$PDLM1,100212,82.1,-0.38,24.9,1.4
220324,81122,21207,-2.6076057,52.9147388,103.5,152.3,6.2,0,gps,$PDLM1,100213,81.1,-0.37,21.4,1.34
220324,81123,21207,-2.6076245,52.9147488,103.5,152.3,6.1,0,gps,$PDLM1,100214,83.4,-0.4,26.2,1.41
220324,81124,21207,-2.6076445,52.9147598,103.5,152.3,6.3,0,gps,$PDLM1,100215,83.2,-0.35,26.1,1.42
220324,81125,21207,-2.607664,52.9147738,103.3,152.1,6.8,0,gps,$PDLM1,100216,83.2,-0.39,25,1.4
220324,81126,21207,-2.6076795,52.9147882,103.5,152.3,6.8,0,gps,$PDLM1,100217,83.2,-0.38,23.8,1.38
220324,81127,21207,-2.6076973,52.9148003,103.3,152.1,6.7,0,gps,$PDLM1,100218,85.1,-0.38,27,1.42
220324,81128,21207,-2.6077155,52.9148138,103.4,152.2,6.8,0,gps,$PDLM1,100219,86.5,-0.36,29.2,1.46
